punt_global,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_educacionmadre,fami_educacionpadre,cole_mcpio_ubicacion,cole_cod_mcpio_ubicacion,cole_naturaleza,cole_area_ubicacion,desempeno_global
300,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Primaria incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
348,M,Estrato 4,Si,Técnica o tecnológica incompleta,Primaria incompleta,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
182,M,Estrato 3,Si,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
342,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
182,M,Estrato 3,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
232,F,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
160,F,Estrato 3,Si,Ninguno,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
208,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
347,M,Estrato 3,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
303,F,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
287,F,Estrato 4,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,RETIRO,5607,NO OFICIAL,RURAL,Medio
315,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
372,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
340,F,Estrato 6,Si,Técnica o tecnológica completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
315,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
298,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
332,F,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
335,M,Estrato 6,Si,Educación profesional incompleta,Educación profesional incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
293,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
308,M,Estrato 5,Si,Educación profesional incompleta,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
227,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
186,M,Estrato 5,Si,Educación profesional incompleta,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Bajo
217,F,Estrato 2,Si,Primaria completa,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
354,F,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
207,M,Sin Estrato,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
300,M,Estrato 4,Si,Técnica o tecnológica completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
427,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
308,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
335,M,Estrato 4,Si,Postgrado,No sabe,SABANETA,5631,NO OFICIAL,URBANA,Alto
298,F,Estrato 6,Si,Postgrado,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
371,F,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
364,M,Estrato 4,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
346,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
279,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
290,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
272,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,LA CEJA,5376,NO OFICIAL,URBANA,Medio
278,F,Estrato 5,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
326,M,Estrato 5,Si,Educación profesional incompleta,Secundaria (Bachillerato) completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
227,F,Estrato 1,No,Ninguno,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
241,M,Estrato 2,Si,Técnica o tecnológica incompleta,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
198,M,Estrato 1,No,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,TURBO,5837,NO OFICIAL,URBANA,Bajo
290,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
379,M,Estrato 5,Si,Educación profesional completa,No sabe,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
359,F,Estrato 5,Si,Postgrado,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
356,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
352,M,Estrato 3,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
282,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
239,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
233,M,Estrato 1,No,Primaria incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
192,F,Estrato 4,Si,Educación profesional completa,No Aplica,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
268,F,Estrato 4,Si,Postgrado,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
325,M,Estrato 3,Si,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
206,M,Estrato 3,Si,Técnica o tecnológica incompleta,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
343,F,Estrato 4,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
168,F,Estrato 1,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
380,F,Estrato 6,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
383,M,Estrato 5,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
221,M,Estrato 4,Si,Secundaria (Bachillerato) incompleta,Primaria completa,LA CEJA,5376,NO OFICIAL,URBANA,Medio
312,M,Estrato 3,Si,Educación profesional completa,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
379,M,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
339,F,Estrato 6,Si,No sabe,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
190,F,Sin Estrato,Si,Primaria incompleta,No Aplica,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
348,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
304,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
185,F,Estrato 3,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
335,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
134,F,Estrato 2,No,Ninguno,Primaria completa,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
274,F,Estrato 4,Si,Técnica o tecnológica incompleta,Educación profesional completa,LA CEJA,5376,NO OFICIAL,URBANA,Medio
370,F,Estrato 4,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
330,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
265,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Educación profesional incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
280,F,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
217,F,Estrato 1,Si,Ninguno,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
187,M,Estrato 2,No,Secundaria (Bachillerato) completa,Educación profesional incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
366,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
185,F,Estrato 3,Si,No sabe,No sabe,LA ESTRELLA,5380,NO OFICIAL,RURAL,Bajo
370,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
178,M,Estrato 2,Si,Primaria incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
254,F,Estrato 2,Si,Educación profesional completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
245,M,Estrato 3,Si,Ninguno,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
260,F,Estrato 2,Si,Primaria completa,Primaria completa,TURBO,5837,NO OFICIAL,URBANA,Medio
161,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
222,M,Estrato 2,No,Secundaria (Bachillerato) completa,Educación profesional completa,TURBO,5837,NO OFICIAL,URBANA,Medio
360,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
191,F,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
352,F,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
216,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
201,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Educación profesional completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
222,M,Estrato 2,Si,Primaria completa,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
255,M,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
190,M,Estrato 1,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
359,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
359,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
318,F,Estrato 3,Si,Postgrado,No sabe,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
199,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
187,M,Estrato 1,Si,Primaria completa,Primaria completa,TURBO,5837,NO OFICIAL,URBANA,Bajo
374,M,Estrato 3,Si,Educación profesional completa,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
219,M,Estrato 3,No,Secundaria (Bachillerato) completa,No sabe,FREDONIA,5282,OFICIAL,URBANA,Bajo
278,F,Estrato 2,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
290,M,Estrato 6,Si,Educación profesional incompleta,Secundaria (Bachillerato) completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
284,M,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
367,F,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
332,F,Estrato 3,Si,Educación profesional completa,Técnica o tecnológica completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
200,F,Sin Estrato,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
240,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
355,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
357,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
297,F,Estrato 6,Si,Postgrado,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
320,F,Estrato 6,Si,Postgrado,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
333,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
371,F,Estrato 5,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
387,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
389,M,Estrato 5,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
385,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
375,M,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
335,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
323,F,Estrato 6,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
261,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
178,M,Estrato 2,No,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
300,M,Estrato 3,Si,Educación profesional completa,No sabe,SABANETA,5631,NO OFICIAL,URBANA,Medio
365,F,Estrato 3,Si,Técnica o tecnológica completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
204,F,Estrato 1,No,Primaria incompleta,Primaria incompleta,FREDONIA,5282,OFICIAL,URBANA,Bajo
323,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
225,F,Estrato 1,Si,Primaria completa,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
322,F,Estrato 3,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
367,M,Estrato 5,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
190,F,Sin Estrato,Si,Secundaria (Bachillerato) completa,No Aplica,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
228,M,Estrato 3,Si,Secundaria (Bachillerato) completa,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
297,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
279,M,Estrato 4,Si,Técnica o tecnológica completa,Técnica o tecnológica incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
326,M,Estrato 4,Si,Educación profesional completa,Educación profesional incompleta,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
351,M,Estrato 5,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
240,F,Estrato 3,Si,Primaria completa,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
193,F,Estrato 4,Si,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,EL SANTUARIO,5697,NO OFICIAL,URBANA,Bajo
192,F,Estrato 2,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
310,M,Estrato 3,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
329,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
257,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
337,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
191,F,Estrato 2,No,Primaria incompleta,Primaria incompleta,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
379,M,Estrato 3,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
168,M,Estrato 2,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
314,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
204,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
278,F,Estrato 3,Si,Educación profesional completa,No Aplica,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
398,F,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
218,M,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
288,F,Estrato 3,Si,No sabe,Educación profesional completa,RIONEGRO,5615,NO OFICIAL,RURAL,Medio
277,F,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
281,F,Estrato 3,Si,Secundaria (Bachillerato) completa,No sabe,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
188,F,Estrato 3,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,TURBO,5837,NO OFICIAL,URBANA,Bajo
319,F,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
346,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
170,M,Estrato 1,Si,Primaria completa,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
344,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
345,M,Estrato 6,Si,Educación profesional completa,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
340,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
208,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
223,F,Estrato 2,No,Ninguno,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
350,F,Estrato 4,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
182,F,Estrato 2,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
277,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Primaria completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
185,F,Estrato 1,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
345,F,Estrato 4,Si,Postgrado,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
240,F,Estrato 1,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
157,F,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
216,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
346,M,Estrato 5,Si,Postgrado,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
192,M,Estrato 3,Si,Primaria incompleta,No sabe,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
357,M,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
225,F,Estrato 2,Si,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
203,F,Estrato 3,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
148,F,Sin Estrato,Si,Técnica o tecnológica incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
167,F,Estrato 1,No,Primaria incompleta,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
366,M,Estrato 3,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
181,F,Estrato 3,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
345,F,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
185,F,Estrato 2,Si,Técnica o tecnológica completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
387,M,Estrato 6,Si,Postgrado,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Alto
156,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Educación profesional incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Bajo
151,F,Estrato 5,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
350,M,Estrato 5,Si,Educación profesional incompleta,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Alto
339,F,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
368,F,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
340,F,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
273,M,Estrato 6,Si,Educación profesional completa,Educación profesional incompleta,RETIRO,5607,NO OFICIAL,RURAL,Medio
320,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
178,F,Sin Estrato,Si,Secundaria (Bachillerato) incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
199,M,Estrato 1,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
295,F,Estrato 4,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
358,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
244,M,Estrato 2,No,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Medio
358,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
281,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Medio
375,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
250,M,Estrato 1,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
353,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
296,F,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
219,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Educación profesional completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
190,F,Estrato 6,Si,Educación profesional completa,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Bajo
403,M,Estrato 5,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
150,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
202,F,Estrato 3,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
215,M,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
309,M,Estrato 4,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Medio
213,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
171,F,Estrato 3,No,Secundaria (Bachillerato) incompleta,No Aplica,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
354,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
354,F,Estrato 5,Si,Educación profesional completa,Postgrado,RETIRO,5607,NO OFICIAL,RURAL,Alto
333,M,Estrato 5,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
242,F,Estrato 2,Si,Técnica o tecnológica incompleta,Técnica o tecnológica completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
240,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
306,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Medio
327,M,Estrato 6,Si,Primaria completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
343,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
293,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
328,M,Estrato 5,Si,Postgrado,Postgrado,RETIRO,5607,NO OFICIAL,RURAL,Alto
380,F,Estrato 3,Si,Educación profesional incompleta,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
